Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Total_Spend,Channel_Purchases,Total_Purchases,Discount_Purchase_Rate,Spend_Per_Purchase,Customer_Tenure_Days,Customer_Tenure_Years,Dependents,Has_Children,Age,Age_Group,Income_Bracket,Recency_Group,Category_Breadth,Preferred_Channel,Is_High_Value,No_Purchase_Record,Customer_Segment
1232,1982,PhD,Together,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,1244,16,17,0.058823529411764705,73.17647058823529,407,1.1,0,0,32,31-45,Very High Income,Warm,6,Store,1,0,General Customers
2345,1982,PhD,Together,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,1244,16,17,0.058823529411764705,73.17647058823529,407,1.1,0,0,32,31-45,Very High Income,Warm,6,Store,1,0,General Customers
1628,1971,Graduation,Together,71796.0,0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4,0,0,960,16,17,0.058823529411764705,56.470588235294116,408,1.1,0,0,43,31-45,Very High Income,Warm,6,Web,0,0,Digital Shoppers
5081,1967,2n Cycle,Together,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,47,4,5,0.2,9.4,412,1.1,2,1,47,46-60,Mid Income,Warm,5,Store,0,0,Family Customers
839,1975,PhD,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,170,8,9,0.1111111111111111,18.88888888888889,437,1.2,1,1,39,31-45,Mid Income,Warm,6,Store,0,0,Family Customers
3706,1978,Graduation,Single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,94,6,7,0.14285714285714285,13.428571428571429,472,1.3,1,1,36,31-45,Low Income,Warm,5,Web,0,0,Digital Shoppers
5154,1972,Master,Divorced,37760.0,1,0,2013-11-08,54,26,3,13,2,10,0,1,2,0,3,6,0,0,54,5,6,0.16666666666666666,9.0,393,1.1,1,1,42,31-45,Mid Income,Warm,5,Store,0,0,Family Customers
8584,1952,PhD,Together,85431.0,0,0,2013-08-06,54,376,53,462,168,53,53,1,2,7,7,0,0,0,1165,16,17,0.058823529411764705,68.52941176470588,487,1.3,0,0,62,60+,Very High Income,Warm,6,Catalog,1,0,High-Value Active Catalog/Web
6583,1955,2n Cycle,Married,72635.0,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,981,20,21,0.047619047619047616,46.714285714285715,640,1.8,0,0,59,46-60,Very High Income,Warm,6,Catalog,0,0,Catalog Shoppers
3433,1955,2n Cycle,Married,72635.0,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,981,20,21,0.047619047619047616,46.714285714285715,640,1.8,0,0,59,46-60,Very High Income,Warm,6,Catalog,0,0,Catalog Shoppers
10486,1948,Graduation,Married,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,990,16,17,0.058823529411764705,58.23529411764706,556,1.5,0,0,66,60+,Very High Income,Warm,6,Store,0,0,General Customers
8687,1978,Graduation,Together,53172.0,0,1,2013-06-05,54,121,62,90,68,20,125,3,2,3,8,3,0,0,486,13,16,0.1875,30.375,549,1.5,1,1,36,31-45,High Income,Warm,6,Store,0,0,Family Customers
7842,1968,Graduation,Single,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,74,6,9,0.3333333333333333,8.222222222222221,615,1.7,2,1,46,46-60,Mid Income,Warm,6,Web,0,0,Digital Shoppers
3749,1973,Graduation,Together,73926.0,0,0,2013-02-03,54,627,91,597,159,91,15,1,6,5,12,3,0,0,1580,23,24,0.041666666666666664,65.83333333333333,671,1.8,0,0,41,31-45,Very High Income,Warm,6,Store,1,0,General Customers
1331,1977,Graduation,Single,35790.0,1,0,2013-02-01,54,12,6,20,30,1,3,2,2,0,3,7,0,0,72,5,7,0.2857142857142857,10.285714285714286,673,1.8,1,1,37,31-45,Mid Income,Warm,6,Store,0,0,Bargain Hunters
5995,1962,Graduation,Divorced,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,1,0,384,13,20,0.35,19.2,718,2.0,2,1,52,46-60,Mid Income,Warm,6,Web,0,0,Digital Shoppers
8985,1964,2n Cycle,Together,68316.0,0,1,2012-04-11,54,806,80,161,120,11,33,5,10,7,10,6,0,0,1211,27,32,0.15625,37.84375,969,2.7,1,1,50,46-60,Very High Income,Warm,6,Web,1,0,High-Value Active Catalog/Web
2798,1977,PhD,Together,102160.0,0,0,2012-02-11,54,763,29,138,76,176,58,0,7,9,10,4,1,0,1240,26,26,0.0,47.69230769230769,1029,2.8,0,0,37,31-45,Very High Income,Warm,6,Store,1,0,General Customers
7108,1965,Master,Widow,51390.0,1,1,2012-08-09,54,205,20,47,23,2,56,6,5,2,5,5,0,0,353,12,18,0.3333333333333333,19.61111111111111,849,2.3,2,1,49,46-60,High Income,Warm,6,Web,0,0,Digital Shoppers
2781,1981,Graduation,Single,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,1,0,1792,16,17,0.058823529411764705,105.41176470588235,166,0.5,0,0,33,31-45,Very High Income,Warm,6,Catalog,1,0,High-Value Active Catalog/Web
3623,1976,Graduation,Together,21675.0,1,0,2014-11-06,55,4,0,16,17,4,4,3,4,0,3,7,0,0,45,7,10,0.3,4.5,30,0.1,1,1,38,31-45,Low Income,Warm,5,Web,0,0,Digital Shoppers
194,1965,Graduation,Married,48006.0,1,1,2014-09-06,55,23,0,11,3,2,2,1,1,0,3,6,0,0,41,4,5,0.2,8.2,91,0.2,2,1,49,46-60,Mid Income,Warm,5,Store,0,0,Family Customers
10833,1975,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,0,973,24,27,0.1111111111111111,36.03703703703704,196,0.5,1,1,39,31-45,High Income,Warm,5,Store,0,0,Family Customers
2315,1960,Graduation,Divorced,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,96,5,6,0.16666666666666666,16.0,230,0.6,1,1,54,46-60,High Income,Warm,5,Catalog,0,0,Catalog Shoppers
6336,1960,Graduation,Married,29315.0,1,1,2014-06-04,55,13,2,14,8,7,4,4,2,0,4,6,0,0,48,6,10,0.4,4.8,185,0.5,2,1,54,46-60,Low Income,Warm,6,Store,0,0,Bargain Hunters
10738,1951,Master,Single,49389.0,1,1,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,65,5,6,0.16666666666666666,10.833333333333334,464,1.3,2,1,63,60+,Mid Income,Warm,5,Store,0,0,Family Customers
8286,1965,PhD,Together,51717.0,0,1,2013-08-20,55,98,1,17,0,1,5,1,3,0,4,7,0,0,122,7,8,0.125,15.25,473,1.3,1,1,49,46-60,High Income,Warm,5,Store,0,0,Family Customers
2166,1960,2n Cycle,Widow,46779.0,1,1,2013-12-07,55,12,1,3,0,0,7,1,0,1,2,4,0,0,23,3,4,0.25,5.75,364,1.0,2,1,54,46-60,Mid Income,Warm,4,Store,0,0,Bargain Hunters
10691,1960,Master,Married,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,43,4,5,0.2,8.6,540,1.5,2,1,54,46-60,Low Income,Warm,4,Store,0,0,Family Customers
9739,1963,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,114,6,8,0.25,14.25,686,1.9,1,1,51,46-60,Low Income,Warm,5,Web,0,0,Digital Shoppers
1829,1961,PhD,Divorced,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,1,0,1232,18,21,0.14285714285714285,58.666666666666664,686,1.9,1,1,53,46-60,High Income,Warm,3,Web,1,0,High-Value Active Catalog/Web
6260,1955,Master,Together,82384.0,0,0,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,1,0,1957,26,27,0.037037037037037035,72.48148148148148,747,2.0,0,0,59,46-60,Very High Income,Warm,6,Store,1,0,General Customers
10448,1956,Graduation,Single,46998.0,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,0,0,377,13,18,0.2777777777777778,20.944444444444443,775,2.1,1,1,58,46-60,Mid Income,Warm,6,Web,0,0,Digital Shoppers
1343,1968,Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,586,16,22,0.2727272727272727,26.636363636363637,801,2.2,2,1,46,46-60,High Income,Warm,5,Web,0,0,Digital Shoppers
4749,1968,Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,586,16,22,0.2727272727272727,26.636363636363637,801,2.2,2,1,46,46-60,High Income,Warm,5,Web,0,0,Digital Shoppers
531,1954,PhD,Divorced,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,1,0,1662,22,33,0.3333333333333333,50.36363636363637,805,2.2,1,1,60,46-60,High Income,Warm,6,Store,1,0,Bargain Hunters
6905,1994,Graduation,Together,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,1004,20,21,0.047619047619047616,47.80952380952381,836,2.3,0,0,20,18-30,Very High Income,Warm,6,Store,0,0,General Customers
1045,1965,Graduation,Together,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,279,11,13,0.15384615384615385,21.46153846153846,842,2.3,1,1,49,46-60,High Income,Warm,5,Web,0,0,Digital Shoppers
4012,1972,PhD,Together,62220.0,0,1,2012-11-08,55,799,12,375,16,12,12,5,7,6,5,6,1,0,1226,18,23,0.21739130434782608,53.30434782608695,758,2.1,1,1,42,31-45,High Income,Warm,6,Web,1,0,High-Value Active Catalog/Web
5529,1946,PhD,Together,64014.0,2,1,2014-10-06,56,406,0,30,0,0,8,7,8,2,5,7,0,0,444,15,22,0.3181818181818182,20.181818181818183,61,0.2,3,1,68,60+,High Income,Warm,3,Web,0,0,Digital Shoppers
4001,1946,PhD,Together,64014.0,2,1,2014-10-06,56,406,0,30,0,0,8,7,8,2,5,7,0,0,444,15,22,0.3181818181818182,20.181818181818183,61,0.2,3,1,68,60+,High Income,Warm,3,Web,0,0,Digital Shoppers
10420,1955,Master,Divorced,46390.0,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,222,9,10,0.1,22.2,215,0.6,1,1,59,46-60,Mid Income,Warm,6,Web,0,0,Digital Shoppers
7723,1979,Graduation,Together,75507.0,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,1440,20,21,0.047619047619047616,68.57142857142857,304,0.8,0,0,35,31-45,Very High Income,Warm,6,Web,1,0,High-Value Active Catalog/Web
2963,1979,Graduation,Together,75507.0,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,1440,20,21,0.047619047619047616,68.57142857142857,304,0.8,0,0,35,31-45,Very High Income,Warm,6,Web,1,0,High-Value Active Catalog/Web
10634,1951,Master,Married,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,406,14,15,0.06666666666666667,27.066666666666666,231,0.6,0,0,63,60+,High Income,Warm,6,Store,0,0,General Customers
5180,1968,PhD,Divorced,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,149,8,10,0.2,14.9,232,0.6,1,1,46,46-60,Mid Income,Warm,4,Web,0,0,Digital Shoppers
6866,1969,Master,Together,35924.0,1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,34,4,5,0.2,6.8,258,0.7,2,1,45,31-45,Mid Income,Warm,5,Store,0,0,Family Customers
1328,1982,2n Cycle,Married,57937.0,0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3,0,0,683,17,20,0.15,34.15,293,0.8,1,1,32,31-45,High Income,Warm,6,Store,0,0,Family Customers
1139,1984,PhD,Married,73356.0,0,0,2014-06-02,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1512,21,22,0.045454545454545456,68.72727272727273,187,0.5,0,0,30,18-30,Very High Income,Warm,5,Catalog,1,0,High-Value Active Catalog/Web
4961,1974,Master,Together,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,61,7,11,0.36363636363636365,5.545454545454546,319,0.9,1,1,40,31-45,Low Income,Warm,5,Store,0,0,Bargain Hunters
5177,1974,Master,Married,58494.0,0,1,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,396,14,16,0.125,24.75,359,1.0,1,1,40,31-45,High Income,Warm,5,Web,0,0,Digital Shoppers
2075,1969,Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,1047,15,16,0.0625,65.4375,387,1.1,0,0,45,31-45,Very High Income,Warm,6,Store,1,0,General Customers
3428,1991,PhD,Together,68682.0,0,0,2013-06-10,56,919,0,505,99,30,45,1,4,9,10,2,0,0,1598,23,24,0.041666666666666664,66.58333333333333,544,1.5,0,0,23,18-30,Very High Income,Warm,5,Store,1,0,General Customers
4500,1991,PhD,Together,68682.0,0,0,2013-06-10,56,919,0,505,99,30,45,1,4,9,10,2,0,0,1598,23,24,0.041666666666666664,66.58333333333333,544,1.5,0,0,23,18-30,Very High Income,Warm,5,Store,1,0,General Customers
7369,1981,Master,Married,36959.0,1,0,2013-02-10,56,25,6,25,6,0,0,2,2,0,3,8,0,0,62,5,7,0.2857142857142857,8.857142857142858,664,1.8,1,1,33,31-45,Mid Income,Warm,4,Store,0,0,Bargain Hunters
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,235,10,17,0.4117647058823529,13.823529411764707,475,1.3,2,1,43,31-45,Mid Income,Warm,6,Store,0,0,Bargain Hunters
9964,1979,Graduation,Single,61825.0,0,1,2013-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,0,424,14,15,0.06666666666666667,28.266666666666666,516,1.4,1,1,35,31-45,High Income,Warm,6,Store,0,0,Family Customers
1630,1979,Graduation,Single,61825.0,0,1,2013-07-08,56,162,50,100,55,30,27,1,4,2,8,4,0,0,424,14,15,0.06666666666666667,28.266666666666666,516,1.4,1,1,35,31-45,High Income,Warm,6,Store,0,0,Family Customers
5012,1989,Graduation,Married,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,34,4,5,0.2,6.8,608,1.7,1,1,25,18-30,Low Income,Warm,5,Store,0,0,Family Customers
6918,1989,Graduation,Married,28691.0,1,0,2013-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,34,4,5,0.2,6.8,608,1.7,1,1,25,18-30,Low Income,Warm,5,Store,0,0,Family Customers
7822,1976,Graduation,Together,54058.0,0,1,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,0,662,18,20,0.1,33.1,609,1.7,1,1,38,31-45,High Income,Warm,6,Store,0,0,Family Customers
10156,1975,Graduation,Single,84196.0,0,1,2013-03-06,56,215,63,507,231,31,190,1,8,4,7,3,0,0,1237,19,20,0.05,61.85,640,1.8,1,1,39,31-45,Very High Income,Warm,6,Web,1,0,High-Value Active Catalog/Web
3033,1963,Master,Together,38620.0,0,0,2013-11-05,56,112,17,44,34,22,89,1,2,5,3,3,0,0,318,10,11,0.09090909090909091,28.90909090909091,396,1.1,0,0,51,46-60,Mid Income,Warm,6,Catalog,0,0,Catalog Shoppers
4119,1963,Master,Together,38620.0,0,0,2013-11-05,56,112,17,44,34,22,89,1,2,5,3,3,0,0,318,10,11,0.09090909090909091,28.90909090909091,396,1.1,0,0,51,46-60,Mid Income,Warm,6,Catalog,0,0,Catalog Shoppers
11110,1973,Graduation,Single,3502.0,1,0,2013-04-13,56,2,1,1,0,0,1,0,0,0,0,14,0,0,5,0,0,0.0,0.0,602,1.6,1,1,41,31-45,Low Income,Warm,4,No Channel Purchase,0,1,Family Customers
332,1957,Graduation,Married,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,0,275,11,14,0.21428571428571427,19.642857142857142,624,1.7,1,1,57,46-60,Mid Income,Warm,5,Store,0,0,Family Customers
737,1949,PhD,Married,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,0,2231,13,15,0.13333333333333333,148.73333333333332,643,1.8,0,0,65,60+,Very High Income,Warm,6,Store,1,0,General Customers
10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,1286,18,22,0.18181818181818182,58.45454545454545,648,1.8,1,1,43,31-45,High Income,Warm,6,Store,1,0,Family Customers
2683,1969,Graduation,Married,52413.0,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,910,22,26,0.15384615384615385,35.0,672,1.8,2,1,45,31-45,High Income,Warm,6,Store,0,0,Family Customers
3445,1956,Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,1,0,957,21,23,0.08695652173913043,41.608695652173914,688,1.9,0,0,58,46-60,High Income,Warm,6,Store,0,0,General Customers
10913,1984,Master,Single,31385.0,1,0,2012-05-12,56,3,2,12,0,1,9,1,1,0,2,8,1,0,27,3,4,0.25,6.75,938,2.6,1,1,30,18-30,Low Income,Warm,5,Store,0,0,Bargain Hunters
4427,1995,2n Cycle,Single,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,1,1365,27,28,0.03571428571428571,48.75,809,2.2,0,0,19,18-30,Very High Income,Warm,6,Store,1,0,General Customers
8717,1975,PhD,Married,80427.0,0,1,2012-12-09,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,1835,27,28,0.03571428571428571,65.53571428571429,727,2.0,1,1,39,31-45,Very High Income,Warm,6,Web,1,0,High-Value Active Catalog/Web
2066,1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,114,6,7,0.14285714285714285,16.285714285714285,828,2.3,1,1,65,60+,Mid Income,Warm,5,Store,0,0,Family Customers
3340,1977,Graduation,Married,42014.0,1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,1,0,436,14,20,0.3,21.8,841,2.3,1,1,37,31-45,Mid Income,Warm,6,Web,0,0,Digital Shoppers
8685,1977,Graduation,Married,42014.0,1,0,2012-08-17,56,244,15,108,4,15,50,6,7,1,6,8,1,0,436,14,20,0.3,21.8,841,2.3,1,1,37,31-45,Mid Income,Warm,6,Web,0,0,Digital Shoppers
4149,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,1348,20,21,0.047619047619047616,64.19047619047619,207,0.6,0,0,66,60+,Very High Income,Warm,5,Catalog,1,0,High-Value Active Catalog/Web
8726,1964,2n Cycle,Divorced,41713.0,1,1,2014-04-29,57,77,8,44,10,10,25,5,3,1,4,6,0,0,174,8,13,0.38461538461538464,13.384615384615385,221,0.6,2,1,50,46-60,Mid Income,Warm,6,Store,0,0,Bargain Hunters
2295,1954,PhD,Married,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,825,21,22,0.045454545454545456,37.5,307,0.8,1,1,60,46-60,High Income,Warm,6,Store,0,0,Family Customers
3283,1972,2n Cycle,Married,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,909,20,22,0.09090909090909091,41.31818181818182,321,0.9,1,1,42,31-45,Very High Income,Warm,6,Store,0,0,Family Customers
1915,1951,PhD,Married,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,1507,19,20,0.05,75.35,359,1.0,0,0,63,60+,Very High Income,Warm,5,Web,1,0,High-Value Active Catalog/Web
800,1960,Graduation,Together,44512.0,1,1,2013-08-30,57,23,1,6,0,0,2,2,1,0,3,4,0,0,32,4,6,0.3333333333333333,5.333333333333333,463,1.3,2,1,54,46-60,Mid Income,Warm,4,Store,0,0,Bargain Hunters
9166,1968,Graduation,Married,63967.0,0,1,2013-09-08,57,387,84,141,73,35,162,3,4,4,12,2,0,0,882,20,23,0.13043478260869565,38.34782608695652,454,1.2,1,1,46,46-60,High Income,Warm,6,Store,0,0,Family Customers
5147,1948,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,1424,26,27,0.037037037037037035,52.74074074074074,495,1.4,0,0,66,60+,Very High Income,Warm,6,Store,1,0,General Customers
13,1947,PhD,Widow,25358.0,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,32,4,6,0.3333333333333333,5.333333333333333,502,1.4,1,1,67,60+,Low Income,Warm,3,Store,0,0,Bargain Hunters
8557,1982,Graduation,Single,51381.5,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,46,5,7,0.2857142857142857,6.571428571428571,537,1.5,1,1,32,31-45,Mid Income,Warm,6,Store,0,0,Bargain Hunters
8724,1982,Graduation,Single,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,46,5,7,0.2857142857142857,6.571428571428571,537,1.5,1,1,32,31-45,Low Income,Warm,6,Store,0,0,Bargain Hunters
9381,1978,Graduation,Married,66373.0,1,1,2013-12-06,57,328,9,124,12,24,109,7,4,2,10,3,0,0,606,16,23,0.30434782608695654,26.347826086956523,365,1.0,2,1,36,31-45,High Income,Warm,6,Store,0,0,Bargain Hunters
9384,1978,Graduation,Married,66373.0,1,1,2013-12-06,57,328,9,124,12,24,109,7,4,2,10,3,0,0,606,16,23,0.30434782608695654,26.347826086956523,365,1.0,2,1,36,31-45,High Income,Warm,6,Store,0,0,Bargain Hunters
3560,1952,Graduation,Together,83844.0,0,0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1574,19,20,0.05,78.7,366,1.0,0,0,62,60+,Very High Income,Warm,6,Store,1,0,General Customers
241,1952,Graduation,Together,83844.0,0,0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1574,19,20,0.05,78.7,366,1.0,0,0,62,60+,Very High Income,Warm,6,Store,1,0,General Customers
7521,1952,Graduation,Together,83844.0,0,0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1574,19,20,0.05,78.7,366,1.0,0,0,62,60+,Very High Income,Warm,6,Store,1,0,General Customers
9799,1968,PhD,Divorced,83664.0,1,1,2013-08-05,57,866,21,151,28,21,86,3,2,2,12,5,0,0,1173,16,19,0.15789473684210525,61.73684210526316,488,1.3,2,1,46,46-60,Very High Income,Warm,6,Store,1,0,Family Customers
5123,1951,Master,Married,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,143,6,7,0.14285714285714285,20.428571428571427,600,1.6,0,0,63,60+,Low Income,Warm,6,Store,0,0,General Customers
448,1978,PhD,Single,54880.0,1,0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,0,795,19,21,0.09523809523809523,37.857142857142854,702,1.9,1,1,36,31-45,High Income,Warm,6,Store,0,0,Family Customers
4837,1965,PhD,Married,71322.0,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,1305,26,28,0.07142857142857142,46.607142857142854,658,1.8,1,1,49,46-60,Very High Income,Warm,6,Store,1,0,Family Customers
9365,1976,PhD,Single,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,1277,19,24,0.20833333333333334,53.208333333333336,714,2.0,1,1,38,31-45,High Income,Warm,3,Web,1,0,High-Value Active Catalog/Web
8932,1969,Master,Together,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,1531,21,25,0.16,61.24,768,2.1,1,1,45,31-45,High Income,Warm,6,Web,1,0,High-Value Active Catalog/Web
7055,1952,PhD,Together,61010.0,0,1,2012-09-10,57,888,0,57,0,0,76,2,8,5,11,5,0,0,1021,24,26,0.07692307692307693,39.26923076923077,817,2.2,1,1,62,60+,High Income,Warm,3,Store,0,0,Family Customers
3537,1981,Graduation,Together,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,79,7,10,0.3,7.9,841,2.3,1,1,33,31-45,Low Income,Warm,6,Store,0,0,Bargain Hunters
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,25,4,5,0.2,5.0,202,0.6,1,1,26,18-30,Low Income,Warm,6,Store,0,0,Family Customers
4988,1948,PhD,Married,34469.0,1,1,2014-04-05,58,19,6,20,0,5,12,3,1,1,4,4,0,0,62,6,9,0.3333333333333333,6.888888888888889,245,0.7,2,1,66,60+,Low Income,Warm,5,Store,0,0,Bargain Hunters
1050,1952,Graduation,Married,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,65,7,8,0.125,8.125,220,0.6,0,0,62,60+,Low Income,Warm,6,Store,0,0,General Customers
5610,1965,Graduation,Together,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,36,4,6,0.3333333333333333,6.0,229,0.6,2,1,49,46-60,Low Income,Warm,6,Store,0,0,Bargain Hunters
3526,1968,PhD,Married,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,38,4,6,0.3333333333333333,6.333333333333333,313,0.9,2,1,46,46-60,Mid Income,Warm,3,Store,0,0,Bargain Hunters
5136,1973,Graduation,Single,65333.0,0,1,2014-01-17,58,654,7,92,0,15,30,7,9,4,8,6,0,0,798,21,28,0.25,28.5,323,0.9,1,1,41,31-45,High Income,Warm,5,Web,0,0,Digital Shoppers
1411,1952,Graduation,Divorced,82623.0,0,0,2013-10-11,58,204,34,204,172,153,173,1,2,9,4,1,0,0,940,15,16,0.0625,58.75,421,1.2,0,0,62,60+,Very High Income,Warm,6,Catalog,0,0,Catalog Shoppers
701,1971,Graduation,Married,73691.0,0,1,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2,0,0,1179,16,18,0.1111111111111111,65.5,543,1.5,1,1,43,31-45,Very High Income,Warm,6,Store,1,0,Family Customers
6203,1947,Graduation,Together,74485.0,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,1734,25,26,0.038461538461538464,66.6923076923077,469,1.3,0,0,67,60+,Very High Income,Warm,6,Store,1,0,General Customers
7192,1955,Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,1,545,16,18,0.1111111111111111,30.27777777777778,600,1.6,1,1,59,46-60,High Income,Warm,6,Store,0,0,Family Customers
5181,1982,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,24,3,4,0.25,6.0,626,1.7,1,1,32,31-45,Low Income,Warm,5,Store,0,0,Bargain Hunters
9220,1971,Graduation,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,1,0,1968,19,20,0.05,98.4,688,1.9,0,0,43,31-45,Very High Income,Warm,6,Web,1,0,High-Value Active Catalog/Web
7734,1993,Graduation,Other,79244.0,0,0,2012-12-19,58,471,102,125,212,61,245,1,4,10,7,1,1,0,1216,21,22,0.045454545454545456,55.27272727272727,717,2.0,0,0,21,18-30,Very High Income,Warm,6,Catalog,1,0,High-Value Active Catalog/Web
